year,rank,artist,title,id
2002,24,Pink,Get the Party Started,2u1hMwcB9TwziV6P7jdyxX
2002,25,Chad Kroeger feat. Josey Scott,Hero,779ooI3rBd0CLqCiiJmtVo
2002,26,Default,Wasting My Time,5dpAN1mjFPL38kh9kWsCiw
2002,27,Creed,One Last Breath,42T2QQv3xgBlpQxaSP7lnK
2002,28,Shakira,"Whenever, Wherever",2lnzGkdtDj5mtlcOW2yRtG
2002,29,Jennifer Lopez feat. Nas,I'm Gonna Be Alright,3SHSWxOXqCrw55LiXAB8J1
2002,30,Cam'ron feat. Juelz Santana,Oh Boy,4gdQ8QShlC3toP9Mkc8DwB
2002,31,DJ Sammy and Yanou feat. Do,Heaven,0KT6DLAELYSbgfUemzwGPX
2002,32,No Doubt feat. Bounty Killer,Hey Baby,0CyZeb9R04OQvBPWyVsgEn
2002,33,'N Sync feat. Nelly,Girlfriend,5TxdQaqp2Xn9IBTlfq26l7
2002,34,Mario,Just a Friend 2002,2cxbxpHrND6i4uvUGVvC9J
2002,35,Sheryl Crow,Soak up the Sun,1v2ECI79z8S4PQv9xYwIfU
2002,36,Pink,Don't Let Me Get Me,0eXz79Tu1iKOtxAcN1WnvA
2002,37,N.O.R.E.,Nothin',5ZKVNTG7yu7gbX4vryqS2X
2002,38,Tweet,Oops (Oh My),5Y0E3dOeynKuLDAXu0t0Bg
2002,39,Kelly Clarkson,A Moment Like This,4kvdX9zzsix7jYHsRVkVUH
2002,40,Truth Hurts feat. Rakim,Addictive,36jSIOSE72neBbKntCthqw
2002,41,Ashanti,Happy,6CbcdeTQKj0qTaZTt0xkdk
2002,42,John Mayer,No Such Thing,6Vecwo7AHst9V2CE3kmwr0
2002,43,Pink,Just Like a Pill,3bIF9Iee2Xmt8dQ71pUPGF
2002,44,"Irv Gotti Presents The Inc. feat. Ja Rule, Ashanti, Charli Baltimore and Vita",Down 4 U,21iEEekDSvQjVARSQ4dpXY
2002,45,Kylie Minogue,Can't Get You Out Of My Head,3E7ZwUMJFqpsDOJzEkBrQ7
2002,46,Five For Fighting,Superman (It's not Easy),3TwtrR1yNLY1PMPsrGQpOp
2002,47,Eminem,Cleanin' out my Closet,7BMO7O7ImjV8HNTH74Tshv
2002,48,Musiq,Halfcrazy,3oXNIpoUMdk8qGkwCeXqGv
2002,49,Mr. Cheeks,"Lights, Camera, Action!",3ht12Pai0tVMB2VCLgkcMS
2002,50,Big Tymers,Still Fly,563vSy3HB5NHxel1VGQCW6
2002,51,Alicia Keys,A Woman's Worth,0G5yBg1Ct7yjrALCMRGalP
2002,52,Craig David,7 Days,0gPQTLaqHDgdupKEok7J2x
2002,53,"Cam'ron feat. Juelz Santana, Freekey Zekey and Toya",Hey Ma,2vN5Hb3lVKRHj0LzBvafzo
2002,54,"Missy ""Misdemeanor"" Elliott",Work It,5wSjedHg4sdpMNd7MO4ZPb
2002,55,Ludacris feat. Mystikal and Infamous 2.0,Move Bitch,0LyZGZEZcFqpeF8bAfx3v0
2002,56,LeAnn Rimes,Can't Fight the Moonlight,2AogRMqARWyUP7VQ3gmSoY
2002,57,Enrique Iglesias,Escape,1PAgmT6YqGhd6zT9kN9gIo
2002,58,Aaliyah,More than a Woman,3Qn0lCE28GSVVu274XkOhR
2002,59,No Doubt,Hello Good,2Yd464ldxdOVmjiRFC1sbh
2002,60,Faith Evans,I Love You,6gsmFgUiSTuinJlScwFODv
2002,61,Daniel Bedingfield,Gotta Get Thru This,6B6aCxSBsECsulzOkJRxGv
2002,62,Busta Rhymes feat. P. Diddy and Pharrell,Pass the Courvoisier Part II,3S5Ie4w4y3QKM6FahgrW6O
2002,63,Eminem,Lose Yourself,1v7L65Lzy0j0vdpRjJewt1
2002,64,Michael Jackson,Butterflies,0rT9f5BSZrZ6DvzfBEckG0
2002,65,Brandy,What About Us?,5L10F9RikmCvAVOsNmFslE
2002,66,Shakira,Underneath your Clothes,15f8Cv8RXUlOOCIf2oaceN
2002,67,Mary J. Blige feat. Ja Rule,Rainy Dayz,5iEICtXy955ORrlel2YqM3
2002,68,Ginuwine,Differences,0Uyh92tLyb9JawG8lmWCzJ
2002,69,Angie Martinez feat. Lil' Mo and Sacario,If I could Go!,5qkC4fDY3hbRx290j95QMn
2002,70,OutKast feat. Killer Mike,The Whole World,074v54tSEWLbq3Hu5wf6uh
2002,71,No Doubt feat. Lady Saw,Underneath it All,5AKIqJbeNNVu2j2GGJ2jbs
2002,72,City High feat. Eve,Caramel,1Z8MFpIQAtaXbaS1HYpIV5
2002,73,LL Cool J,Luv U Better,0HJYzGavqzjiKMmm4F0UZv
2002,74,Sean Paul,Gimme the Light,3SCVtAJq8li6HlKfM4M08u
2002,75,'N Sync,Gone,5efcmnfzIROJ5Aj7EGSDm8
2002,76,Ja Rule feat. Case,Livin' it Up,52gqeRlrBE7hqMlRxEsi6y
2002,77,Ludacris,Roll Out (My Business),5xkaSuEOfZvHIEI6uwtS1T
2002,78,Goo Goo Dolls,Here is Gone,7p1PhtGLjq0ISncRXBHqXY
2002,79,Mary J. Blige,No More Drama,3aw9iWUQ3VrPQltgwvN9Xu
2002,80,Dirty Vegas,Days go By,2RLpFEf6d0708O7Bqhjyxg
2002,81,Ashanti,Baby,6pWzCKTrKrwbUPzY8RLCoP
2002,82,Kenny Chesney,The Good Stuff,1EKiQ1InQXuodp4M1idrng
2002,83,Fat Joe feat. R. Kelly,We Thuggin',3o0azv3eDfqyV2gwKTJ2nC
2002,84,Steve Holy,Good Morning Beautiful,0eHT8N5YQglv8cYYizXvSw
2002,85,Aaliyah,Rock the Boat,6JW5abcIEmMb2vvyFW5yHY
2002,86,Alan Jackson,Drive (For Daddy Gene),3xzoXqypESowMIDPX760Ds
2002,87,Jewel,Standing Still,6SPhlgkIjm5Z2Rh6Gb5lMU
2002,88,Jaheim feat. Next,Anything,38084tN66v4KHqiLpl9cN8
2002,89,Brandy,Full Moon,6QxuZMdsElzjC1NnXUfl8c
2002,90,B2K,Uh Huh,2nBY2iQvxOIXrdlJvg7ZPo
2002,91,Celine Dion,A New Day has Come,6pzqTMxaxmTTled5SN3GAr
2002,92,Nelly Furtado,Turn Off the Light,13rH92OpO0KIdBnmlnnLEh
2002,93,George Strait,Living and Living Well,3YxKqZFpcxBPvpUssL8FS2
2002,94,Toby Keith,My List,3vzmDjQ7E6gzAVg4ecp6XU
2002,95,Alanis Morissette,Hands Clean,2LVxvGhl2U5p2ql2ujc6vZ
2002,96,Avril Lavigne,Sk8er Boi,00Mb3DuaIH1kjrwOku9CGU
2002,97,Dixie Chicks,Long Time Gone,2816kqFZt0aImo7HNU5svi
2002,98,Alan Jackson,Where Were You (When the World Stopped Turning),3eSwvMfSA0Fyku6Ak5JEw0
2002,99,Justin Timberlake,Like I Love You,6W2Ef5Ph6ILTUAedoQ3QIv
2002,100,Toya,I Do!!,0NdEFLohwfZpyncrBCq1ZY
2001,1,Lifehouse,Hanging By A Moment,6jWLyg8AuMQ9LtIB2UlfOF
2001,2,Alicia Keys,Fallin',3unsLiH5FXmaDWtT5Imolu
2001,3,Janet,All For You,5X8kkUaUlAyAUr9TYqDFTH
2001,4,Train,Drops Of Jupiter (Tell Me),0bj6fsWQQg7DoYepGjIbbx
2001,5,Jennifer Lopez feat. Ja Rule,I'm Real,6MLsahMK3VvH9NUwXOktdS
2001,6,matchbox twenty,If You're Gone,2f5N826udWfjT9iomeaBJt
2001,7,Eve feat. Gwen Stefani,Let Me Blow Ya Mind,3RmKpob8xzv1pzHEQrMJah
2001,8,Dido,Thank You,3yUcJwYu7fXAfqMj9krY6l
2001,9,Lenny Kravitz,Again,5c1QJAiC3773EwiZLwHf5x
2001,10,Destiny's Child,Independent Women Part I,6e9sI2locopZ5p5ij1VAUF
2001,11,Blu Cantrell,Hit 'Em Up Style (Oops!),0ho4ac5tM9CNcmeIElhadF
2001,12,"Shaggy feat. Ricardo ""RikRok"" Ducent",It Wasn't Me,2mSc8PnYodyYi3SkdfU4jT
2001,13,Joe feat. Mystikal,Stutter,7FWuzwapuKHTEyDJIcQOw3
2001,14,Staind,It's Been Awhile,1BExV8JprNJLvLeDE9qdEW
2001,15,Usher,U Remind Me,2QsZVnbWVSjKMXK6K3uRBL
2001,16,Jagged Edge With Nelly,Where The Party At,5mNV8Mz59bzyuQ53gTw0c0
2001,17,Shaggy feat. Rayvon,Angel,6eMUX2F0DsESGThHTZ2wG5
2001,18,Nelly feat. City Spud,Ride Wit Me,06iMqWThw4w8fTFyccvOwr
2001,19,Uncle Kracker,Follow Me,7Ky65qccUGvdxYlFuWVVrw
2001,20,112,Peaches and Cream,3OX3RbVRHkbfRHhLIl53UH
2001,21,Incubus,Drive,7nnWIPM5hwE3DaUBkvOIpy
2001,22,City High,What Would You Do?,2648dyCgcTFNkJZXgGlHPv
2001,23,Destiny's Child,Survivor,2Mpj1Ul5OFPyyP4wB62Rvi
2001,24,"Christina Aguilera, Lil' Kim, Mya and Pink",Lady Marmalade,7GbqE3MlkKosIaCvf50JRK
2001,25,Outkast,Ms. Jackson,0I3q5fE6wg7LIfHGngUTnV
2001,26,Jennifer Lopez,Love Don't Cost A Thing,1fgvJXlcZ7uIddMpqsqw0L
2001,27,Faith Hill,The Way You Love Me,6vgN6KGstss0GnBbKlMNK9
2001,28,Dream,He Loves U Not,4CiQ45N5V43BWaPWWFVRaJ
2001,29,Crazy Town,Butterfly,4BggEwLhGfrbrl7JBhC8EC
2001,30,Ja Rule feat. Lil' Mo and Vita,Put It On Me,0OvwzS8FX73Bw7ykMRmffU
2001,31,Mary J. Blige,Family Affair,3aw9iWUQ3VrPQltgwvN9Xu
2001,32,Lee Ann Womack and Sons Of The Desert,I Hope You Dance,09k2b6shEz5Xd6cuo8DHWu
2001,33,Moby feat. Gwen Stefani,South Side,1sVv67vCTTKGBM5ZHYAcli
2001,34,Madonna,Don't Tell Me,23EhTCPRTlLVM6VQUyh8bH
2001,35,"Missy ""Misdemeanor"" Elliott",Get Ur Freak On,6ak4LTFKVFLIpS3WpyDfhC
2001,36,K-Ci and JoJo,Crazy,3opZewONQQhh90M75Qrm83
2001,37,Craig David,Fill Me In,0UzsDmdpw0Q14KU4hieQss
2001,38,Janet,Someone To Call My Lover,43zr9kKkeiQrshvYuvNtfM
2001,39,Creed,With Arms Wide Open,0FWW7xGlPW9xIXnEcmLf0A
2001,40,Mya,Case Of The Ex (Whatcha Gonna Do),3G6hxSp260RzGw4sOiDOQ3
2001,41,O-Town,All Or Nothing,7pbNNVcFePJV3Wani6zH8q
2001,42,Destiny's Child,Bootylicious,41nT1Sp6ChR65FbsdLlFHW
2001,43,Nelly Furtado,I'm Like A Bird,2tP7ZekzXfduShx8C6cbll
2001,44,3 Doors Down,Kryptonite,6ZOBP3NvffbU4SZcrnt1k6
2001,45,R. Kelly feat. Jay-Z,Fiesta,77S8pBH3ilaDIPmTJkRNQn
2001,46,Sugar Ray,When It's Over,3eWxADd1CLwJVhyPzrCpl8
2001,47,Aerosmith,Jaded,4iihDHIoKZdOeOW1kFDUtR
2001,48,Jagged Edge,Promise,1X1KDnhTnb28tpJlgOV3lD
2001,49,Case,Missing You,74mLqaoGbdKYmgUxoVxD6S
2001,50,Ginuwine,Differences,0Uyh92tLyb9JawG8lmWCzJ
2001,51,'N Sync,This I Promise You,46n2EGFnPC3tzWCN1Aqe26
2001,52,Jay-Z,Izzo (H.O.V.A.),1Cp8S6Z3ZJMT8lcrygCjrb
2001,53,Lil' Mo feat. Fabolous,Superwoman Pt. II,3xYwc8Jjv47NbtnYGn8Bvt
2001,54,Evan And Jaron,Crazy For This Girl,2gdt70w8DOCWGq1HdkgSUd
2001,55,Ricky Martin and Christina Aguilera,Nobody Wants To Be Lonely,45cVyfWuMAg8RNxmkcpmy9
2001,56,Jay-Z,I Just Wanna Love U (Give It 2 Me),7LzIsgjOAaixeFQ8ouyoK6
2001,57,"Missy ""Misdemeanor"" Elliott",One Minute Man,5N0rYKcgADQhll7pYAYC6P
2001,58,Mystikal feat. Nivea,Danger (Been So Long),0xwBnVDGM7t5rjDN7AWqx0
2001,59,Enya,Only Time,6FLwmdmW77N1Pxb1aWsZmO
2001,60,Toya,I Do!!,0NdEFLohwfZpyncrBCq1ZY
2001,61,S Club 7,Never Had A Dream Come True,1229CMlKZ0VULaGt0lTVzc
2001,62,Tamia,Stranger In My House,6pY1j4LumV6Id2dT8LFqe4
2001,63,Jessica Simpson,Irresistible,536O2dvLzO9466Z2JNHHSX
2001,64,Sunshine Anderson,Heard It All Before,0xikWgPgYN9BEes0ieZ8Co
2001,65,Dave Matthews Band,The Space Between,26eo3hAqeiUvXFs3viAi1s
2001,66,Faith Hill,There You'll Be,5t2gSYVvBV9kH4t7Czertq
2001,67,Musiq Soulchild,Love,3OJg2CHYbNTWyofb5SC7RP
2001,68,112,It's Over Now,769geiA8btidGHda4BBDOJ
2001,69,3LW,No More (Baby I'ma Do Right),5zn1hpm9N0ylKB7kOtpCw2
2001,70,Nelly Furtado,Turn Off The Light,13rH92OpO0KIdBnmlnnLEh
2001,71,Brooks and Dunn,Ain't Nothing `Bout You,2dr4VQgKa9PecPN4a0sFln
2001,72,Jennifer Lopez,Play,7fFCnttacpotkyhTOxKv14
2001,73,Lonestar,I'm Already There,34Vn9nKfztyLco9lJazy4j
2001,74,Lil' Romeo,My Baby,6KNfUj1bL7v1U8QDRmYeRI
2001,75,U2,Beautiful Day,0gzqZ9d1jIKo9psEIthwXe
2001,76,Blake Shelton,Austin,2WQAknZHrJAEQOFXe0F44P
2001,77,Ludacris,Southern Hospitality,4cNhx6OO1XpvwT6xZnb83B
2001,78,Tim McGraw,Grown Men Don't Cry,4RtDZMumlKxsN7IL3AJPUx
2001,79,Ja Rule feat. Case,Livin' It Up,52gqeRlrBE7hqMlRxEsi6y
2001,80,Mariah Carey feat. Cameo,Loverboy,2vFU4p9wN24mqa1c3ceHQq
2001,81,Isley Brothers feat. Ronald Isley AKA Mr. Biggs,Contagious,7HjJQunSPwkXXVnGeItUEH
2001,82,Jessica Andrews,Who I Am,0rK4HCKzv2r1IXqKX3DKpq
2001,83,Erick Sermon feat. Marvin Gaye,Music,2g4SumkFZpHOypfF5xng9Z
2001,84,Willa Ford,I Wanna Be Bad,6f67kjvFmXZTA47K8JNVBU
2001,85,Kenny Chesney,Don't Happen Twice,04ccQGJ1i8gL7JoeCPiJbv
2001,86,Diamond Rio,One More Day,1uMi5mWtY2HHiUwHl7S9p7
2001,87,R. Kelly,I Wish,7sOqd1dVmfU5mgqrUtlqc5
2001,88,Travis Tritt,It's A Great Day To Be Alive,3oW6SWwGqiZSPTiAp7ZQoH
2001,89,Trick Daddy,I'm A Thug,4vA4VxRvPUYgMbnof0KiaX
2001,90,Eve 6,Here's To The Night,4tgeQrPu5xkrnwErym2JsJ
2001,91,Toby Keith,You Shouldn't Kiss Me Like This,3ARNpnlbSUy8q2SzRrURlG
2001,92,Eden's Crush,Get Over Yourself,3MXDM7ClyumisjW75ewrvm
2001,93,Debelah Morgan,Dance With Me,1C2Q3AymKS17bw7T5gfq6p
2001,94,Outkast,"So Fresh, So Clean",6glsMWIMIxQ4BedzLqGVi4
2001,95,Nelly,E.I.,703b51gh4ah7GYTYwKphj5
2001,96,3 Doors Down,Be Like That,3PbHle8KhJp6GuO1jLdEmQ
2001,97,Pink,Most Girls,2jYDJD3CVByOe08jplCn7Y
2001,98,QB's Finest feat. Nas and Braveheart's,Oochie Wally,5bCxcsT08RAtM4AvK9Gryi
2001,99,Enrique Iglesias,Hero,1PAgmT6YqGhd6zT9kN9gIo
2001,100,Fuel,Hemorrhage (In My Hands),3E8eSqBoqLs8ELbrK3NJHs
2000,1,Faith Hill,Breathe,3y4LxiYMgDl4RethdzpmNe
2000,2,Santana feat. Rob Thomas,Smooth,0n2SEXB2qoRQg171q7XqeW
2000,3,Santana feat. The Product GandB,Maria Maria,3XKIUb7HzIF1Vu9usunMzc
2000,4,Joe,I Wanna Know,6ctr1K7KzKErxbfGAynL8A
2000,5,Vertical Horizon,Everything You Want,4cKGldbhGJniI8BrB3K6tb
2000,6,Destiny's Child,Say My Name,7H6ev70Weq6DdpZyyTmUXk
2000,7,Savage Garden,I Knew I Loved You,68K0qD0VDqdm0eWXsGqnvM
2000,8,Lonestar,Amazed,6iNcyWk5iUEY7P9zeTc5hm
2000,9,matchbox twenty,Bent,6fA7akEuTUL3dW1V0GELaZ
2000,10,Toni Braxton,He Wasn't Man Enough,7f1Dmr246cJ9uQYdbplTbh
2000,11,Creed,Higher,1ZozJfi8u9cO2Ob8KwiwNT
2000,12,Aaliyah,Try Again,6dp3XPQJuC7qP7TaEFVgL5
2000,13,Destiny's Child,Jumpin Jumpin',4pmc2AxSEq6g7hPVlJCPyP
2000,14,Sisqo,Thong Song,5Mmk2ii6laakqfeCT7OnVD
2000,15,3 Doors Down,Kryptonite,6ZOBP3NvffbU4SZcrnt1k6
2000,16,Pink,There You Go,3cMPR8hsjJAlJVeLiPB3RQ
2000,17,Madonna,Music,7mS8RbJji2UZAaguRGsOCH
2000,18,Janet,Doesn't Really Matter,1G6fZu8udnnkJgg8NUoHak
2000,19,Christina Aguilera,What A Girl Wants,5bGmuxShUba9maPswDnhCs
2000,20,Brian McKnight,Back At One,6mwA6YiKDjAUG8kWvRRUPh
2000,21,'N Sync,Bye Bye Bye,62bOmKYxYg7dhrC6gH9vFn
2000,22,Marc Anthony,You Sang To Me,2dwhMQsFeHr2S787WxqAqW
2000,23,Marc Anthony,I Need To Know,7ffwRz8lZyDOE4Vj58Lo72
2000,24,Montell Jordan,Get It On Tonite,3ii5VBrIXJXKEVkjx1IAdP
2000,25,Sisqo,Incomplete,4I2NZieJZ592bAGPxxltO9
2000,26,Macy Gray,I Try,5TAf4lnZCZTLlZHNZMLFLi
2000,27,'N Sync,It's Gonna Be Me,2AW37v0bDyuOzGP3XnmFuA
2000,28,Celine Dion,That's The Way It Is,5s4catxeZsaWFnOrvrXZHf
2000,29,Nelly,(Hot S**T) Country Grammar,2Lg4kvhOrPhpGEZmSe7VAN
2000,30,Blaque,Bring It All To Me,1cjBan0t4eBk2Y5j17hdyf
2000,31,Backstreet Boys,Show Me The Meaning Of Being Lonely,3BsaRV5QIulYz2lV9WWa8T
2000,32,"Missy Elliott feat. Nas, EVE and Q-Tip",Hot Boyz,7mYvtEeBdMqRSyj1Qpv6my
2000,33,BBMak,Back Here,4D6bsg0MqGF0PIZLgDydWp
2000,34,Sonique,It Feels So Good,1PNwaUsef9L070VIH8WouU
2000,35,Nine Days,Absolutely (Story Of A Girl),3mNecsYFb6LQg7822DPXCP
2000,36,Creed,With Arms Wide Open,0FWW7xGlPW9xIXnEcmLf0A
2000,37,Enrique Iglesias,Be With You,2N4viTG9njqCa4c46YyWs1
2000,38,Christina Aguilera,Come On Over Baby (All I Want Is You),7A0apkTSTvMbSI7yplcmlh
2000,39,Ruff Endz,No More,2WfhlEjoUII31H6imnQdvF
2000,40,Blink 182,All The Small Things,7yCPwWs66K8Ba5lFuU2bcx
2000,41,Faith Hill,The Way You Love Me,6vgN6KGstss0GnBbKlMNK9
2000,42,Christina Aguilera,I Turn To You,4Do68W4FWO2hRAJCzG1lus
2000,43,Third Eye Blind,Never Let You Go,4mw3h7I9ePBRUglUbq1EL2
2000,44,LeAnn Rimes,I Need You,2AogRMqARWyUP7VQ3gmSoY
2000,45,Mariah Carey feat. Joe and 98 Degrees,Thank God I Found You,1RS3LStQYhju50eBdD9Uul
2000,46,Jagged Edge,Let's Get Married,1PmHkalaUHhh0fz23SBHDL
2000,47,Whitney Houston,My Love Is Your Love,0JN7vUgUolHGHFrOR8xk7S
2000,48,Smash Mouth,Then The Morning Comes,50MfV7a1pnOEcf2t9kobxW
2000,49,Eiffel 65,Blue (Da Ba Dee),2yAVzRiEQooPEJ9SYx11L3
2000,50,Sting feat. Cheb Mami,Desert Rose,1Kk9vgPzkdFcErPC096MOu
2000,51,Eminem,The Real Slim Shady,3yfqSUWxFvZELEM4PmlwIR
2000,52,Pink,Most Girls,2jYDJD3CVByOe08jplCn7Y
2000,53,Next,Wifey,3NEzjZbeSCy72Kx1clSYgC
2000,54,Everclear,Wonderful,0WHOPmOuQKuu05k4g3UTvk
2000,55,Britney Spears,Oops!... I Did It Again,4jUuqKRr1fB4c1RvU6syls
2000,56,Jessica Simpson,I Wanna Love You Forever,5gZEhPrN1VLqTG1nIAXeNK
2000,57,98 Degrees,Give Me Just One Night (Una Noche ),1OvjOVieEsYqGiK1T3mUv9
2000,58,Filter,Take A Picture,2O2mr2gzBRtKGRiswqRyiN
2000,59,Red Hot Chili Peppers,Otherside,64BbK9SFKH2jk86U3dGj2P
2000,60,Jay-Z feat. UGK,Big Pimpin',4DLH2fr8pWX1iksMrk47Kw
2000,61,Son By Four,Purest Of Pain (A Puro Dolor),6RUa3ZwZYnJnNgZxtIYJR9
2000,62,Jagged Edge,He Can't Love U,3VEZvzr84WVnoorZ4tlBSw
2000,63,Avant,Separated,5EJBxxppXkKD6uMtFQS7b8
2000,64,Carl Thomas,I Wish,3lqT89gv8p3PYwXtr3ODjv
2000,65,Donell Jones,U Know What's Up,5PMKzsUsTpZZGsCcJBuhP2
2000,66,soulDecision feat. Thrust,Faded,5CwIFJ9XBFeAafhUOxILq3
2000,67,Kid Rock,Only God Knows Why,1rAzW6aco1ZtxLRx4XOagB
2000,68,Mystikal,Shake Ya Ass,68jXxSRBO6lM4Ot6aBzhsS
2000,69,Erykah Badu,Bag Lady,7BgUcOjSOlKJXASLgJ6bx1
2000,70,Train,Meet Virginia,4ocbH5ZJqajZIpUrqRUoue
2000,71,DMX,Party Up (Up In Here),4XSgaQfGgJ9FDCcvmOe404
2000,72,Mya,Case Of The Ex (Whatcha Gonna Do),3G6hxSp260RzGw4sOiDOQ3
2000,73,Dr. Dre feat. Eminem,Forget About Dre,3KtmPNSATkeKHnHyXgjhRO
2000,74,Jo Dee Messina,That's The Way,7Aks4KdxIUFOjWr9SvBURK
2000,75,Westlife,Swear It Again,2x1D20z93vGEjtTP07GOOr
2000,76,Dr. Dre feat. Snoop Dogg,The Next Episode,2eknDuc5IeulN0hnwEZsjF
2000,77,Britney Spears,From The Bottom Of My Broken Heart,0icxdvyBebOeCzkYIVPpBe
2000,78,Savage Garden,Crash And Burn,60g4sp8i3gXSb1EkphMl1g
2000,79,Chad Brock,Yes!,1PrZOkFxJqTZAH8P3x87hW
2000,80,George Strait,The Best Day,5ApdBBa3MtTzpF0MbpB2NG
2000,81,Donell Jones,Where I Wanna Be,2uZwyxrg6VPvlVsvclIfel
2000,82,Toby Keith,How Do You Like Me Now?!,5t7D4V1FMvoFBeUwqfWrQA
2000,83,Tim McGraw,My Best Friend,5BeY2wY4rGFD1Q3aXO83Bv
2000,84,Goo Goo Dolls,Broadway,3dbywb1zxwI3h1m9o304eY
2000,85,Da Brat feat. Tyrese,What'chu Like,5d8woPn6sHRA6yPnnHnqSt
2000,86,Kandi,Don't Think I'm Not,487Dyzs7Xbbk4hIWYyYT80
2000,87,Lee Ann Womack and Sons Of The Desert,I Hope You Dance,09k2b6shEz5Xd6cuo8DHWu
2000,88,Alice Deejay,Better Off Alone,48gBfTRel9fajeev7tmLpo
2000,89,Debelah Morgan,Dance With Me,1C2Q3AymKS17bw7T5gfq6p
2000,90,Lonestar,What About Now,0UQtc8m6YAqwk3uaTwEAEh
2000,91,Sammie,I Like It,0IvTGWbNnCiUi9IOF7ye3F
2000,92,Kevon Edmonds,24/7,4H1Z1EuhRV2uc5X4BahaI1
2000,93,LFO,Girl On TV,4DJwdQDai9DLYBL9TNrEDo
2000,94,Lil Bow Wow feat. Xscape,Bounce With Me,4eEwSz9LLyrRMaapJpKMFi
2000,95,Dixie Chicks,Cowboy Take Me Away,3rXCZRMiMZp0feGcYXpwYX
2000,96,Aaliyah,I Don't Wanna,4h7wUvVV8Ff8UL7JqAByiL
2000,97,Destiny's Child,Independent Women Part I,6e9sI2locopZ5p5ij1VAUF
2000,98,Samantha Mumba,Gotta Tell You,1rj0XawWJNisX7SGYexowJ
2000,99,Jennifer Lopez,Waiting For Tonight,5jOvmh1DYmaiBPETL6HCRY
2000,100,Mary Mary,Shackles (Praise You),7JKEA8xYDoFp4q0QBW2PGg
1999,1,Cher,Believe,2goLsvvODILDzeeiT4dAoR
1999,2,TLC,No Scrubs,1KGi9sZVMeszgZOWivFpxs
1999,3,Monica,Angel Of Mine,1AM1o0mKbgAK5oMpY8B3Z7
1999,4,Whitney Houston,Heartbreak Hotel,4J9u7UsXH7F6sFI32KnYuP
1999,5,Britney Spears,...Baby One More Time,3OhKBya9hv1PufHL0QBceV
1999,6,Sixpence None The Richer,Kiss Me,754kgU5rWscRTfvlsuEwFp
1999,7,Christina Aguilera,Genie In A Bottle,11mwFrKvLXCbcVGNxffGyP
1999,8,Sugar Ray,Every Morning,6Neq7tjnknt4URNI8txFL4
1999,9,Deborah Cox,Nobody's Supposed To Be Here,51QxenFmXlJXUN9mpvxlaL
1999,10,Ricky Martin,Livin' La Vida Loca,0Ph6L4l8dYUuXFmb71Ajnd
1999,11,702,Where My Girls At?,4VSyH8AkIt3kaR5xIPFVVi
1999,12,Jennifer Lopez,If You Had My Love,3x4yV0hW5Ve3TKhFkXSqFn
1999,13,Goo Goo Dolls,Slide,0nnwn7LWHCAu09jfuH1xTA
1999,14,Brandy,Have You Ever?,6tBD4yjOf9P8rWwUlXdJFm
1999,15,Backstreet Boys,I Want It That Way,6e40mgJiCid5HRAGrbpGA6
1999,16,R. Kelly and Celine Dion,I'm Your Angel,0QWFiyhOqFu9RP8qzP6z5L
1999,17,Smash Mouth,All Star,3cfOd4CMv2snFaKAnMdnvK
1999,18,Sarah McLachlan,Angel,3xZMPZQYETEn4hjor3TR1A
1999,19,Santana feat. Rob Thomas,Smooth,0n2SEXB2qoRQg171q7XqeW
1999,20,TLC,Unpretty,0BUoLE4o9eVahDHvTqak67
1999,21,Destiny's Child,"Bills, Bills, Bills",1Oi2zpmL81Q0yScF1zxaC0
1999,22,Eagle-Eye Cherry,Save Tonight,0smyCrJiibi2uwCiq5R1vj
1999,23,Pearl Jam,Last Kiss,0QnONzv3TvHAWk294h6DaQ
1999,24,Maxwell,Fortunate,4PrZCmz9GoxqFLU67UDtk9
1999,25,Backstreet Boys,All I Have To Give,2aNG1zFgAuHqYWhNbiIOF8
1999,26,Enrique Iglesias,Bailamos,1ySwd43oWXbrytN2BD0Mhb
1999,27,Busta Rhymes feat. Janet,What's It Gonna Be?!,0FpLfrOyHblbDlHUsrPN1N
1999,28,Everlast,What It's Like,0kEQwPz9SrMN8E5iL9cxQL
1999,29,Lenny Kravitz,Fly Away,1OxcIUqVmVYxT6427tbhDW
1999,30,Sugar Ray,Someday,6NcHJ23mLQKnVxQcOmT7JW
1999,31,Divine,Lately,5pgkdQi8HMQHYrJCB4GLsA
1999,32,Shania Twain,That Don't Impress Me Much,0KvLsZYwodakWxOQUYAR5I
1999,33,Will Smith feat. Dru Hill and Kool Moe Dee,Wild Wild West,5AMvBCtX2rspUdoeJ9IsPN
1999,34,Red Hot Chili Peppers,Scar Tissue,1G391cbiT3v3Cywg8T7DM1
1999,35,Mariah Carey feat. Jay-Z,Heartbreaker,0jsANwwkkHyyeNyuTFq2XO
1999,36,Mariah Carey,I Still Believe,1bUrdVhrxVzTuROudSTYVO
1999,37,98 Degrees,The Hardest Thing,5fa6K4cBjQKSqz1FitiPX9
1999,38,LFO,Summer Girls,7uYroF9RRrhRJBrigRvB6H
1999,39,Jay-Z feat. Amil (Of Major Coinz) and Ja,Can I Get A...,45HLgh98kxPEMP1gPAEe8X
1999,40,Third Eye Blind,Jumper,3354J49VpkbZJho7Ztdzpw
