year,rank,artist,title,id
2015,10,The Weeknd,The Hills,7fBv7CLKzipRk6EC6TWHOB
2015,11,OMI,Cheerleader,7vFoFDWqTX0mHzLfrF1Cfy
2015,12,The Weeknd,Can't Feel My Face,22VdIZQfgXJea34mQxlt81
2015,13,Ellie Goulding,Love Me Like You Do,3zHq9ouUJQFQRf3cm1rRLu
2015,14,Hozier,Take Me To Church,3dYD57lRAUcMHufyqn9GcI
2015,15,Taylor Swift Featuring Kendrick Lamar,Bad Blood,0TvQLMecTE8utzoNmvXRbK
2015,16,Major Lazer & DJ Snake Featuring MO,Lean On,1qE47wUKG2juJwPoLqg4C9
2015,17,Jason Derulo,Want To Want Me,7oGZAicScQt96OAW4AruYy
2015,18,Taylor Swift,Shake It Off,0cqRj7pUJDkTCEsJkx8snD
2015,19,Skrillex & Diplo With Justin Bieber,Where Are U Now,66hayvUbTotekKU3H4ta1f
2015,20,Rachel Platten,Fight Song,37f4ITSlgPX81ad2EvmVQr
2015,21,Fetty Wap Featuring Remy Boyz,679,5NQbUaeTEOGdD6hHcre0dZ
2015,22,Meghan Trainor,Lips Are Movin,6gj08XDlv9Duc2fPOxUmVD
2015,23,Fifth Harmony Featuring Kid Ink,Worth It,41Fflg7qHiVOD6dEPvsCzO
2015,24,Omarion Featuring Chris Brown & Jhene Aiko,Post To Be,0fgZUSa7D7aVvv3GfO0A1n
2015,25,Andy Grammer,"Honey, I'm Good.",4MflGTO2ZTcSQ12bWcyRgI
2015,26,Sam Smith,I'm Not The Only One,7795WJLVKJoAyVoOtCWqXN
2015,27,Selena Gomez Featuring A$AP Rocky,Good For You,5xdVqHtFS0eLuNp4Z8Wbpa
2015,28,Meghan Trainor,All About That Bass,0ifSeVGUr7py5GggttDhXw
2015,29,Taylor Swift,Style,0ug5NqcwcFR2xrfTkc7k8e
2015,30,Drake,Hotline Bling,0wwPcA6wtMf6HUMpIRdeP7
2015,31,"David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack",Hey Mama,285HeuLxsngjFn4GGegGNm
2015,32,Flo Rida Featuring Sage The Gemini & Lookas,G.D.F.R.,6N9ZOtguCnnrvwH7zD82WJ
2015,33,Justin Bieber,What Do You Mean?,4B0JvthVoAAuygILe3n4Bs
2015,34,Ed Sheeran,Photograph,1HNkqx9Ahdgi1Ixy2xkKkL
2015,35,Adele,Hello,4aebBr4JAihzJQR0CiIZJv
2015,36,Shawn Mendes,Stitches,3zkWCteF82vJwv0hRLba76
2015,37,Tove Lo,Talking Body,7cgu4JBW3hq1GwTM1ilkKQ
2015,38,Nick Jonas,Jealous,5NQJnRpJHRaupdegphntQT
2015,39,Pitbull & Ne-Yo,Time Of Our Lives,2bJvI42r8EF3wxjOuDav4r
2015,40,R. City Featuring Adam Levine,Locked Away,0sQLhT32E9ZG2zn5iYR6nN
2015,41,Natalie La Rose Featuring Jeremih,Somebody,7ioiB40H9xKs04QtIso2I3
2015,42,Rihanna & Kanye West & Paul McCartney,FourFiveSeconds,78TTtXnFQPzwqlbtbwqN0y
2015,43,Fall Out Boy,Centuries,04aAxqtGp5pv12UXAg4pkq
2015,44,Fetty Wap Featuring Monty,My Way,1WoOzgvz6CgH4pX6a1RKGp
2015,45,Sam Hunt,Take Your Time,6DEaND0SHv3sC11xobZLiy
2015,46,Maroon 5,Animals,3h4T9Bg8OVSUYa6danHeH5
2015,47,Big Sean Featuring E-40,I Don't F**k With You,7FYH5AW3bVfZHJIQpq3UOA
2015,48,Rihanna,B**** Better Have My Money,0NTMtAO2BV4tnGvw9EgBVq
2015,49,Rich Homie Quan,Flex (Ooh Ooh Ooh),1wOgfxpB7n8sqSWmDeGfLN
2015,50,T-Wayne,Nasty Freestyle,0PT7nlpo11hYYyfnBgtilT
2015,51,"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",Only,1UZ25gykR30Oewh3dBRtVZ
2015,52,Sia,Elastic Heart,6kwAbEjseqBob48jCus7Sz
2015,53,Demi Lovato,Cool For The Summer,2zFF6jG5hQArbzcXz3KUWk
2015,54,X Ambassadors,Renegades,0fYVliAYKHuPmECRs1pbRf
2015,55,Usher Featuring Juicy J,I Don't Mind,7aXuop4Qambx5Oi3ynsKQr
2015,56,Ariana Grande & The Weeknd,Love Me Harder,5J4ZkQpzMUFojo1CtAZYpn
2015,57,Taylor Swift,Wildest Dreams,3fVnlF4pGqWI9flVENcT28
2015,58,Sam Smith,Stay With Me,5Nm9ERjJZ5oyfXZTECKmRt
2015,59,DJ Snake & AlunaGeorge,You Know You Like It,57kR5SniQIbsbVoIjjOUDa
2015,60,Fall Out Boy,Uma Thurman,5PUawWFG1oIS2NwEcyHaCr
2015,61,Beyonce,7/11,02M6vucOvmRfMxTXDUwRXu
2015,62,Selena Gomez,The Heart Wants What It Wants,2dRvMEW4EwySxRUtEamSfG
2015,63,Little Big Town,Girl Crush,11qh54D0PKkBwelpDxxiEU
2015,64,Trey Songz,Slow Motion,4NYwy0R3NdvORX2B6OZXBT
2015,65,One Direction,Drag Me Down,2K87XMYnUMqLcX3zvtAF4G
2015,66,Nicki Minaj Featuring Drake & Lil Wayne,Truffle Butter,3keUgTGEoZJt0QkzTB6kHg
2015,67,Ariana Grande,One Last Time,7xoUc6faLbCqZO6fQEYprd
2015,68,Nick Jonas,Chains,0w5pghaDUcG3hRPJaOHlLc
2015,69,Meek Mill Featuring Chris Brown & Nicki Minaj,All Eyes On You,0hy1SOTEn9ifXTzOwnCwEr
2015,70,Rae Sremmurd,No Type,4scpF6J5uMBvoh6sFB7EL1
2015,71,Vance Joy,Riptide,1WWxXp8m1R9XjUzotiGdcE
2015,72,Jidenna Featuring Roman GianArthur,Classic Man,3G7XYAwtxtoGK7fAm4IlD9
2015,73,Elle King,Ex's & Oh's,70eDxAyAraNTiD6lx2ZEnH
2015,74,Meghan Trainor,Dear Future Husband,3cU2wBxuV6nFiuf6PJZNlC
2015,75,Charlie Puth Featuring Meghan Trainor,Marvin Gaye,6ukMqDxnOPOgoHdak7Kyp3
2015,76,Meghan Trainor Featuring John Legend,Like I'm Gonna Lose You,2YlZnw2ikdb837oKMKjBkW
2015,77,Tove Lo,Habits (Stay High),18AJRdgUoO9EYn11N7xzaT
2015,78,James Newton Howard Featuring Jennifer Lawrence,The Hanging Tree,416MsJxvxSKY96DCmbJIRs
2015,79,O.T. Genasis,CoCo,2JI71GHwq2LN8mtq3iCLYo
2015,80,"Jessie J, Ariana Grande & Nicki Minaj",Bang Bang,0puf9yIluy9W0vpMEUoAnN
2015,81,Sam Smith,Lay Me Down,64GRDrL1efgXclrhVCeuA0
2015,82,I LOVE MAKONNEN Featuring Drake,Tuesday,2znzyzlAUc8Z1Ikq9aFOcx
2015,83,iLoveMemphis,Hit The Quan,4OjuzM3rTWp3q60mEldNSF
2015,84,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",Downtown,5pfJsMwoRYKampPay8amX0
2015,85,Sam Hunt,House Party,1TwLKNsCnhi1HxbIi4bAW0
2015,86,Chris Brown & Tyga,Ayo,0k6DnZMLoEUH8NGD5zh2SE
2015,87,Luke Bryan,Kick The Dust Up,5g15o2Sm55Hn9ShK5yEXgp
2015,88,Big Sean Featuring Drake,Blessings,1bzM1cd6oqFozdr4wK6HdR
2015,89,George Ezra,Budapest,7GJClzimvMSghjcrKxuf1M
2015,90,Sia,Chandelier,4VrWlk8IQxevMvERoX08iC
2015,91,Kelly Clarkson,Heartbeat Song,7FC9Lng8iXU081lbigu8m8
2015,92,Ed Sheeran,Don't,1huvTbEYtgltjQRXzrNKGi
2015,93,Ella Henderson,Ghost,2FiceoWDJ67rrmb5tGBpgE
2015,94,Alessia Cara,Here,664gdARxaClFsoF5SXKOws
2015,95,Mr. Probz,Waves,5Sf3GyLEAzJXxZ5mbCPXTu
2015,96,Nicky Jam & Enrique Iglesias,El Perdon (Forgiveness),7hOfyNuj2dLc0HAEYVDIYS
2015,97,Ne-Yo Featuring Juicy J,She Knows,36lO0n3hzVK9zJONfSdmKC
2015,98,One Direction,Night Changes,5O2P9iiztwhomNh8xkR9lJ
2015,99,Drake,Back To Back,5lFDtgWsjRJu8fPOAyJIAK
2015,100,Calvin Harris & Disciples,How Deep Is Your Love,22mek4IiqubGD9ctzxc69s
2014,1,Pharrell Williams,Happy,5b88tNINg4Q4nrRbrCXUmg
2014,2,Katy Perry Featuring Juicy J,Dark Horse,5jrdCoLpJSvHHorevXBATy
2014,3,John Legend,All Of Me,3U4isOIWM3VvDubwSI3y7a
2014,4,Iggy Azalea Featuring Charli XCX,Fancy,3W3KtDwAIg3mAruSpnfG3Q
2014,5,OneRepublic,Counting Stars,2tpWsVSb9UEmDRxAl1zhX1
2014,6,Jason Derulo Featuring 2 Chainz,Talk Dirty,5l3CML2OnzfNs5RfVgbcLt
2014,7,MAGIC!,Rude,6RtPijgfPKROxEzTHNRiDp
2014,8,Meghan Trainor,All About That Bass,0ifSeVGUr7py5GggttDhXw
2014,9,Ariana Grande Featuring Iggy Azalea,Problem,7vS3Y0IKjde7Xg85LWIEdP
2014,10,Sam Smith,Stay With Me,5Nm9ERjJZ5oyfXZTECKmRt
2014,11,Pitbull Featuring Ke$ha,Timber,3cHyrEgdyYRjgJKSOiOtcS
2014,12,Bastille,Pompeii,6fNhZRFEkBfgW39W3wKARJ
2014,13,Taylor Swift,Shake It Off,0cqRj7pUJDkTCEsJkx8snD
2014,14,Nico & Vinz,Am I Wrong,1fidCEsYlaVE3pHwKCvpFZ
2014,15,DJ Snake & Lil Jon,Turn Down For What,67awxiNHNyjMXhVgsHuIrs
2014,16,Eminem Featuring Rihanna,The Monster,48RrDBpOSSl1aLVCalGl5C
2014,17,A Great Big World & Christina Aguilera,Say Something,6Vc5wAMmXdKIAM7WUoEb7N
2014,18,Lorde,Team,3G6hD9B2ZHOsgf4WfNu7X1
2014,19,Passenger,Let Her Go,2jyjhRf6DVbMPU5zxagN2h
2014,20,Lorde,Royals,2dLLR6qlu5UJ5gk0dKz0h3
2014,21,Idina Menzel,Let It Go,2zV3AmIgnDoWIW5zWC2p3B
2014,22,Avicii,Wake Me Up!,4h8VwCb1MTGoLKueQ1WgbD
2014,23,Imagine Dragons,Demons,5qaEfEh1AtSdrdrByCP7qR
2014,24,One Direction,Story Of My Life,4nVBt6MZDDP6tRVdQTgxJg
2014,25,Sia,Chandelier,4VrWlk8IQxevMvERoX08iC
2014,26,Iggy Azalea Featuring Rita Ora,Black Widow,71vsEyBd4X1D5BUmLdFSVH
2014,27,"Jessie J, Ariana Grande & Nicki Minaj",Bang Bang,0puf9yIluy9W0vpMEUoAnN
2014,28,Disclosure Featuring Sam Smith,Latch,1BltsyC5W3SAABdxyrDXwi
2014,29,Maroon 5,Maps,7oUHzZKNKUTrlU7DYxhQ7v
2014,30,Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga,Loyal,5BrTUo0xP1wKXLJWUaGFtk
2014,31,American Authors,Best Day Of My Life,5Hroj5K7vLpIG4FNCRIjbP
2014,32,Tove Lo,Habits (Stay High),18AJRdgUoO9EYn11N7xzaT
2014,33,Calvin Harris,Summer,6YUTL4dYpB9xZO5qExPf05
2014,34,Charli XCX,Boom Clap,094RugjgLW6CdPLOJctBZ3
2014,35,Beyonce Featuring Jay Z,Drunk In Love,6jG2YzhxptolDzLHTGLt7S
2014,36,Nicki Minaj,Anaconda,5eqiMMbaeUZ32Q7sS00H35
2014,37,Ariana Grande Featuring Zedd,Break Free,12KUFSHFgT0XCoiSlvdQi4
2014,38,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,Bailando,5M830cD7MNeiiwIGHzH9TV
2014,39,Ellie Goulding,Burn,2GgxS8bUT5G25QJTsfSv0R
2014,40,Jason Derulo Featuring Snoop Dogg,Wiggle,4B4zDmbHdkXZ1wUJv1yKFy
2014,41,Clean Bandit Featuring Jess Glynne,Rather Be,6nQYs1uDcB279sWprOiMZ5
2014,42,Jeremih Featuring YG,Don't Tell 'Em,0Dc7J9VPV4eOInoxUiZrsL
2014,43,Kid Ink Featuring Chris Brown,Show Me,4q6dqyGM25sKFU8nYAGRe4
2014,44,Miley Cyrus,Wrecking Ball,2vwlzO0Qp8kfEtzTsCXfyE
2014,45,Justin Timberlake,Not A Bad Thing,3nB82yGjtbQFSU0JLAwLRH
2014,46,Katy Perry,Roar,6F5c58TMEs1byxUstkzVeM
2014,47,Paramore,Ain't It Fun,1j8z4TTjJ1YOdoFEDwJTQa
2014,48,Aloe Blacc,The Man,4e6ZN0EcEqYx74BTC5xQzy
2014,49,Florida Georgia Line Featuring Luke Bryan,This Is How We Roll,2iT8p5HHGZoIgFME97V1fd
2014,50,MKTO,Classic,3BJm2KbylyJuzZjRUFXLBJ
2014,51,Coldplay,A Sky Full Of Stars,0FDzzruyVECATHXKHFs9eJ
2014,52,Ed Sheeran,Don't,1huvTbEYtgltjQRXzrNKGi
2014,53,Trey Songz,Na Na,5LIleJbUUgtvYnBW9wfY1W
2014,54,Bobby Shmurda,Hot Boy,1zAKa8LOxOTUnoGv22invs
2014,55,Drake Featuring Majid Jordan,"Hold On, We're Going Home",6jdOi5U5LBzQrc4c1VT983
2014,56,Ed Sheeran,Sing,6K8qKeWo5MsFED7wCR6Kop
2014,57,Imagine Dragons,Radioactive,62yJjFtgkhUrXktIoSjgP2
2014,58,YG Featuring Jeezy & Rich Homie Quan,My Hitta,47VuJahRCx68EqA368yRip
2014,59,Echosmith,Cool Kids,13P5rwmk2EsoFRIz9UCeh9
2014,60,Avicii,Hey Brother,4RXpgGM7A4Hg7cFBoH5KyF
2014,61,Jason Derulo,Trumpets,6jizk5lOUnfpaZXYMdfeC6
2014,62,Maroon 5,Animals,3h4T9Bg8OVSUYa6danHeH5
2014,63,Jason Aldean,Burnin' It Down,4f3ocvNFdJMmGP04kskM2J
2014,64,Luke Bryan,Play It Again,03fT3OHB9KyMtGMt2zwqCT
2014,65,Tinashe Featuring ScHoolboy Q,2 On,3jVtllWS5CFFWLQng8sKsr
2014,66,Florida Georgia Line,Dirt,5CXnIPD6rTjszYYQm6fY2P
2014,67,OneRepublic,Love Runs Out,3cOO5IQtOYs7huq4Z6lYfr
2014,68,Brantley Gilbert,Bottoms Up,7nDoBWDvf02SyD8kEQuuPO
2014,69,Becky G,Shower,3DmW6y7wTEYHJZlLo1r6XJ
2014,70,Rixton,Me And My Broken Heart,1oew3nFNY3vMacJAsvry0S
2014,71,Martin Garrix,Animals,5q35GiekvBr6oAsCsW8YlR
2014,72,Rich Gang Featuring Young Thug & Rich Homie Quan,Lifestyle,7DTlsMOQjGysXHpwwpHuPl
2014,73,Kenny Chesney,American Kids,1dgWTMoHwTUnQhOQ8SR5fV
2014,74,Sara Bareilles,Brave,6Uy6K3KdmUdAfelUp0SeXn
2014,75,The Neighbourhood,Sweater Weather,2QjOHCTQ1Jl3zawyYOpxh6
2014,76,Sam Hunt,Leave The Night On,3wx2kQWPn9p5UppQbNhPAk
2014,77,Chris Brown Featuring Usher & Rick Ross,New Flame,3fBbfrWZUuWWrMQXFISr7N
2014,78,Michael Jackson & Justin Timberlake,Love Never Felt So Good,48td6xvpokdYwvbl3JIiXP
2014,79,Dierks Bentley,Drunk On A Plane,1soxUgYIZb1qx1c7o1Lc7z
2014,80,Katy Perry,Birthday,2xLOMHjkOK8nzxJ4r6yOKR
2014,81,Lady Antebellum,Bartender,6olKv2HP3XgBpvVxAswowe
2014,82,Naughty Boy Featuring Sam Smith,La La La,3wPPWcVuinAU7dXcJXtCID
2014,83,Robin Thicke Featuring T.I. + Pharrell,Blurred Lines,0n4bITAu0Y0nigrz3MFJMb
2014,84,Lady Gaga Featuring R. Kelly,Do What U Want,5XKXMWPACPq51OiqzxenZo
2014,85,Shakira Featuring Rihanna,Can't Remember To Forget You,2Sh4sAOfnSHEVKFyysxzat
2014,86,5 Seconds Of Summer,Amnesia,0dIOvducp7ujHTqj66cQ3X
2014,87,T.I. Featuring Iggy Azalea,No Mediocre,0SqUFLaRXwufRUsJ0t4dXB
2014,88,KONGOS,Come With Me Now,2kWowW0k4oFymhkr7LmvzO
2014,89,Lil Wayne Featuring Drake,Believe Me,6t2eIONH4Sax3R21QWiKNp
2014,90,"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",23,20FZrLl9zSbO9b3DhaqO6M
2014,91,Jake Owen,Beachin',5dNGORzxFb5z3v7vSAFkTU
2014,92,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,White Walls,6I3KeXBT0E9MoMqYz8srVq
2014,93,5 Seconds Of Summer,She Looks So Perfect,1CQ2cMfrmFM1YdfmjENKVE
2014,94,Zedd Featuring Hayley Williams,Stay The Night,4bT2zLVv2T4GiK9q9KtI0v
2014,95,Beyonce,Partition,5hgnY0mVcVetszbb85qeDg
2014,96,ScHoolboy Q Featuring BJ The Chicago Kid,Studio,29gsi1zZrZxdStACmTQB0Z
2014,97,Drake,0 To 100 / The Catch Up,4jtyUzZm9WLc2AdaJ1dso7
2014,98,Lee Brice,I Don't Dance,5aj0xPGiEUN3aI2oOYu14S
2014,99,Miranda Lambert Duet With Carrie Underwood,Somethin' Bad,6s9m5J92By7jii22Q2XtY2
2014,100,Miley Cyrus,Adore You,5AnCLGg35ziFOloEnXK4uu
2013,1,Macklemore & Ryan Lewis Featuring Wanz,Thrift Shop,4YMqbFcDIFiCBd02PzUBcM
2013,2,Robin Thicke Featuring T.I. + Pharrell,Blurred Lines,0n4bITAu0Y0nigrz3MFJMb
2013,3,Imagine Dragons,Radioactive,62yJjFtgkhUrXktIoSjgP2
2013,4,Baauer,Harlem Shake,01XFgRZfZI7oBagNf1Loml
2013,5,Macklemore & Ryan Lewis Featuring Ray Dalton,Can't Hold Us,3bidbhpOYeV4knp8AIu8Xn
2013,6,Justin Timberlake,Mirrors,4rHZZAmHpZrA3iH5zx8frV
2013,7,P!nk Featuring Nate Ruess,Just Give Me A Reason,1mKXFLRA179hdOWQBwUk9e
2013,8,Bruno Mars,When I Was Your Man,0nJW01T7XtvILxQgC5J7Wh
2013,9,Florida Georgia Line Featuring Nelly,Cruise,5BhsEd82G0Mnim0IUH6xkT
2013,10,Katy Perry,Roar,6F5c58TMEs1byxUstkzVeM
2013,11,Bruno Mars,Locked Out Of Heaven,3w3y8KPTfNeOKPiqUTakBh
2013,12,The Lumineers,Ho Hey,1K3LRUEcUz5FMtPYyg0F45
2013,13,Rihanna Featuring Mikky Ekko,Stay,0GNI8K3VATWBABQFAzBAYe
2013,14,Daft Punk Featuring Pharrell Williams,Get Lucky,2Foc5Q5nqNiosCNqttzHof
2013,15,Lorde,Royals,2dLLR6qlu5UJ5gk0dKz0h3
2013,16,Taylor Swift,I Knew You Were Trouble.,6FB3v4YcR57y4tXFcdxI1E
2013,17,Miley Cyrus,We Can't Stop,2y4lAQpi5VTNLu2ldeTdUH
2013,18,Miley Cyrus,Wrecking Ball,2vwlzO0Qp8kfEtzTsCXfyE
2013,19,Avicii,Wake Me Up!,4h8VwCb1MTGoLKueQ1WgbD
2013,20,Justin Timberlake Featuring JAY Z,Suit & Tie,6vt0I1cw1YmAIKDJvHVIM5
2013,21,Anna Kendrick,Cups (Pitch Perfect's When I'm Gone),2sCl0FFOzZSmYZs90zOpd1
2013,22,Jay Z Featuring Justin Timberlake,Holy Grail,2t2rwus7ggTrrj9kpA1K2e
2013,23,will.i.am & Britney Spears,Scream & Shout,2iJuuzV8P9Yz0VSurttIV5
2013,24,Zedd Featuring Foxes,Clarity,60wwxj6Dd9NJlirf84wr2c
2013,25,AWOLNATION,Sail,7hsLKGEnoiNShdIGL6ws1f
2013,26,Swedish House Mafia Featuring John Martin,Don't You Worry Child,2V65y3PX4DkRhy1djlxd9p
2013,27,Rihanna,Diamonds,6O20JhBJPePEkBdrB5sqRx
2013,28,Icona Pop Featuring Charli XCX,I Love It,3GVQfwj2h6aq4YNZe4gVhb
2013,29,Capital Cities,Safe And Sound,6Z8R6UsFuGXGtiIxiD8ISb
2013,30,Bruno Mars,Treasure,55h7vJchibLdUkxdlX3fK7
2013,31,Ariana Grande Featuring Mac Miller,The Way,0S4RKPbRDA72tvKwVdXQqe
2013,32,Drake,Started From The Bottom,3dgQqOiQ9fCKVhNOedd2lf
2013,33,Selena Gomez,Come & Get It,6LoQHIo74tOzQ8EsLEkhgF
2013,34,Drake Featuring Majid Jordan,"Hold On, We're Going Home",6jdOi5U5LBzQrc4c1VT983
2013,35,Maroon 5,Daylight,1NNAI51EuoRWw1ydX1zV7S
2013,36,Pitbull Featuring Christina Aguilera,Feel This Moment,0Hf4aIJpsN4Os2f0y0VqWl
2013,37,Lady Gaga,Applause,5ka2ajep9OAvU5Sgduhiex
2013,38,Maroon 5,One More Night,6cpk00i5TxCqSeqNi2HuIe
2013,39,Lil Wayne Featuring Drake & Future,Love Me,5AKlnLpP3WLwZseNbjquND
2013,40,Fall Out Boy,My Songs Know What You Did In The Dark (Light Em Up),2E43WFS4rRc09za2r2GmZl
2013,41,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",F**kin Problems,4X5f3vT8MRuXF68pfjNte5
2013,42,Justin Bieber Featuring Nicki Minaj,Beauty And A Beat,4nTWserD4pdou0yCPeW8Cv
2013,43,Macklemore & Ryan Lewis Featuring Mary Lambert,Same Love,01uqI4H13Gsd8Lyl1EYd8H
2013,44,Calvin Harris Featuring Florence Welch,Sweet Nothing,24LS4lQShWyixJ0ZrJXfJ5
2013,45,Lana Del Rey & Cedric Gervais,Summertime Sadness,3BJe4B8zGnqEdQPMvfVjuS
2013,46,Phillip Phillips,Home,1J6bub4kiTe4h0RCo9IszE
2013,47,Imagine Dragons,It's Time,7MXlTgQeo3IVlMpLnZuhxc
2013,48,J. Cole Featuring Miguel,Power Trip,7FOJvA3PxiIU0DN3JjQ7jT
2013,49,Alicia Keys Featuring Nicki Minaj,Girl On Fire,4esOae7i4rqTbAu9o5Pxco
2013,50,Demi Lovato,Heart Attack,1V6gIisPpYqgFeWbMLI0bA
2013,51,Maroon 5,Love Somebody,5H0ajL4EHsrcAEGESo2Lzx
2013,52,Mumford & Sons,I Will Wait,6ku8wWIPgkVW21HSQk6tjH
2013,53,P!nk,Try,1jF7IL57ayN4Ity3jQqGu0
2013,54,Darius Rucker,Wagon Wheel,3xdjjKMcMOFgo1eQrfbogM
2013,55,PSY,Gangnam Style,03UrZgTINDqvnUMbbIMhql
2013,56,Calvin Harris Featuring Ellie Goulding,I Need Your Love,05SBRd4fXgn8FX7bf8BCAE
2013,57,Ke$ha,Die Young,7EQGXaVSyEDsCWKmUcfpLk
2013,58,fun.,Some Nights,67WTwafOMgegV6ABnBQxcE
2013,59,Wale Featuring Tiara Thomas Or Rihanna,Bad,5yhKaacMZGRo4s6evJx9vk
2013,60,Blake Shelton Featuring Pistol Annies & Friends,Boys 'round Here,39FwE8edwuyiaa4PrGBkP7
2013,61,Phillip Phillips,"Gone, Gone, Gone",5L79aNYCTKiZq7vaOElXYj
2013,62,Imagine Dragons,Demons,5qaEfEh1AtSdrdrByCP7qR
2013,63,OneRepublic,Counting Stars,2tpWsVSb9UEmDRxAl1zhX1
2013,64,Flo Rida,I Cry,4bZd0nRuX8HyjeXAUBczvm
2013,65,Of Monsters And Men,Little Talks,2ihCaVdNZmnHZWt0fvAM7B
2013,66,Jason Derulo,The Other Side,6OPZtIV3uoZQT1YkoiEQH9
2013,67,Eminem,Berzerk,6Xk7PnitV9jCRorWt2LiVZ
2013,68,Kelly Clarkson,Catch My Breath,7kAYyzVhWr3nSqAC7CUOWK
2013,69,Luke Bryan,Crash My Party,03fT3OHB9KyMtGMt2zwqCT
2013,70,Rihanna,Pour It Up,5r67bGhYXZNqk2m2Wupfmu
2013,71,Taylor Swift,22,6ce41JVa6KFaryfmC2bu2W
2013,72,Hunter Hayes,I Want Crazy,0o4S4YWcJvSKZnO0czq27Q
2013,73,Ylvis,The Fox,5HOpkTTVcmZHnthgyxrIL8
2013,74,One Direction,Best Song Ever,5T7ZFtCcOgkpjxcuaeZbw0
2013,75,Ed Sheeran,The A Team,1VdZ0vKfR5jneCmWIUAMxK
2013,76,fun.,Carry On,5xZjfKSfTooDP2rcAgjxlH
2013,77,Tim McGraw With Taylor Swift,Highway Don't Care,60hGQrn24APqEFSLObLeDc
2013,78,Luke Bryan,That's My Kind Of Night,5HGibWoxnkYSkl6mHmAlOE
2013,79,Kendrick Lamar,Swimming Pools (Drank),40wUM3LFZOlUcZfxEIZrYK
2013,80,Blake Shelton,Sure Be Cool If You Did,5yIiXdLRE85OBiQmCaUenq
2013,81,Mariah Carey Featuring Miguel,#Beautiful,03xyN1GTdGjDE2k0jA57dq
2013,82,Olly Murs Featuring Flo Rida,Troublemaker,4jOtC832PyIXlCVPRElfQu
2013,83,Ciara,Body Party,0rFZaQ4crlGAzuCjWCQ2xu
2013,84,Miguel,Adorn,5hJFhO9dvhJoDvUZZ9iWSw
2013,85,The Script Featuring will.i.am,Hall Of Fame,7wMq5n8mYSKlQIGECKUgTX
2013,86,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),4kte3OcW800TPvOVgrLLj8
2013,87,Rocko Featuring Future & Rick Ross,U.O.E.N.O.,0HFrCOmhCYXlv4NdEwRAuj
2013,88,Emeli Sande,Next To Me,3vjQt1znaFEnX3PBXsgtVc
2013,89,Miranda Lambert,Mama's Broken Heart,2mXsZsJBThTaJXbNcg5QD4
2013,90,Thomas Rhett,It Goes Like This,2uE7ZJXWCPVotWhdodvDru
2013,91,Ace Hood Featuring Future & Rick Ross,Bugatti,0uFvvXbmGIXlf5ZgtHyYpf
2013,92,Hunter Hayes,Wanted,0f1svjHSiaCJif6noKKVHa
2013,93,Lady Antebellum,Downtown,5OSgA8BnIaPpoYQKRSVv9x
2013,94,Florida Georgia Line,Get Your Shine On,29RpsWwBrDKyGIL5GRqzl7
2013,95,will.i.am Featuring Justin Bieber,#thatPOWER,01TuObJVd7owWchVRuQbQw
2013,96,Sara Bareilles,Brave,6Uy6K3KdmUdAfelUp0SeXn
2013,97,Passenger,Let Her Go,2jyjhRf6DVbMPU5zxagN2h
2013,98,Randy Houser,Runnin' Outta Moonlight,6enPOmd3vSFpI4jjms8kXN
2013,99,2 Chainz,I'm Different,1odwi1SN3pJKENZe12U2OQ
2013,100,Paramore,Still Into You,1yjY7rpaAQvKwpdUliHx0d
2012,1,Gotye Featuring Kimbra,Somebody That I Used To Know,1qDrWA6lyx8cLECdZE7TV7
2012,2,Carly Rae Jepsen,Call Me Maybe,20I6sIOMTCkB6w7ryavxtO
2012,3,fun. Featuring Janelle Monae,We Are Young,5rgy6ghBq1eRApCkeUdJXf
2012,4,Maroon 5 Featuring Wiz Khalifa,Payphone,1XGmzt0PVuFgQYYnV2It7A
2012,5,Ellie Goulding,Lights,5aTsxlQlq0vIedDWZoqMWN
2012,6,The Wanted,Glad You Came,5yDL13y5giogKs2fSNf7sj
2012,7,Kelly Clarkson,Stronger (What Doesn't Kill You),1nInOsHbtotAmEOQhtvnzP
2012,8,Rihanna Featuring Calvin Harris,We Found Love,6qn9YLKt13AGvpq9jfO8py
2012,9,Nicki Minaj,Starships,2EBCVPNAG46nbgs6jXPGvv
2012,10,One Direction,What Makes You Beautiful,4cluDES4hQEUhmXj6TXkSo
2012,11,Flo Rida Featuring Sia,Wild Ones,1NpW5kyvO4XrNJ3rnfcNy3
2012,12,Adele,Set Fire To The Rain,5PKWUDfQFtc5qqo8cs1gQp
2012,13,LMFAO,Sexy And I Know It,70Vdd1gx5tn84jkAU31ASv
2012,14,fun.,Some Nights,67WTwafOMgegV6ABnBQxcE
2012,15,Katy Perry,Wide Awake,5JLv62qFIS1DR3zGEcApRt
